Name,Value
Schedule,Mouse PAL Habituation 2 v2
Environment,Chamber2 [2]
Date/Time,28/01/2018 11:12:31
Database,Fmr1_PAL_2018
SessionId,10
Index,6
Version,N/A
MachineName,CI24689-2
SGuid,
Animal ID,341-red
Application_Version,ABET II Touch 2.20.6316.18149
Max_Number_Trials,0
Max_Schedule_Time,1200
Schedule_Start_Time,2018-01-28T11:12:36.927

----------
Evnt_Time,Evnt_ID,Evnt_Name,Item_Name,Alias_Name,Group_ID,Num_Args,Arg1_Name,Arg1_Value,Arg2_Name,Arg2_Value,Arg3_Name,Arg3_Value,Arg4_Name,Arg4_Value,Arg5_Name,Arg5_Value
0,29,Timer Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0,21,Group Change Event,Group Change,,0,1,New Group,1,,,,,,,,
0.005,1,Condition Event,Set Blank Images,,1,0,,,,,,,,,,
0.005,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Background,1,2,Position,1,Image 1,0,,,,,,
0.005,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Background,1,2,Position,2,Image 1,0,,,,,,
0.005,32,Whisker - Display Image,Bussey Mouse Operant Mode 3 x 1 x low,Background,1,2,Position,3,Image 1,0,,,,,,
0.005,3,Output On Event,White_Noise_Off #1,,1,0,,,,,,,,,,
0.005,1,Condition Event,Adjust Sound Level 2,,1,0,,,,,,,,,,
0.005,3,Output On Event,Sound #2,,1,0,,,,,,,,,,
0.005,29,Timer Event,Acclimatisation_timer,,1,1,Value,0,,,,,,,,
0.005,21,Group Change Event,Group Change,,1,1,New Group,2,,,,,,,,
0.006,1,Condition Event,Prime Feed,,2,0,,,,,,,,,,
0.006,3,Output On Event,TrayLight #1,,2,0,,,,,,,,,,
0.006,7,Pulse Output Event,Feeder #1,,2,1,Duration,6,,,,,,,,
0.006,1,Condition Event,Pulse Tone if required,,2,0,,,,,,,,,,
0.006,7,Pulse Output Event,Sound_On #1,,2,1,Duration,1,,,,,,,,
0.006,21,Group Change Event,Group Change,,2,1,New Group,3,,,,,,,,
0.196,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
1.019,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
2.354,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
2.74,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
3.264,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
3.264,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
3.264,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
3.264,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
3.264,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
3.454,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
3.454,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
3.454,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
3.454,16,Variable Event,_Trial_Counter,,4,1,Value,1,,,,,,,,
3.454,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
4.201,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
4.456,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
4.855,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
5.479,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
5.641,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
13.454,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
13.454,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
13.454,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
13.454,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
14.454,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
14.454,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
14.454,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
14.454,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
15.454,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
15.454,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
15.454,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
15.454,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
16.454,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
16.454,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
16.454,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
16.454,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
16.867,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
17.454,1,Condition Event,Feed again,,5,0,,,,,,,,,,
17.454,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
17.454,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
17.454,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
17.454,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
17.454,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
17.771,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
20.856,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
21.352,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
22.463,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
22.707,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
22.707,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
22.707,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
22.707,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
22.707,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
23.152,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
23.152,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
23.152,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
23.152,16,Variable Event,_Trial_Counter,,4,1,Value,2,,,,,,,,
23.152,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
23.691,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
24.592,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
24.784,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
24.974,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
25.935,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
26.369,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
28.378,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
28.498,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
29.393,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
30.236,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
30.69,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
33.152,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
33.152,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
33.152,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
33.152,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
34.152,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
34.152,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
34.152,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
34.152,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
35.02,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
35.152,1,Condition Event,Feed again,,5,0,,,,,,,,,,
35.152,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
35.152,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
35.152,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
35.152,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
35.152,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
38.428,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
38.633,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
40.399,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
42.005,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,61,CoordY,183,,
42.916,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,96,CoordY,99,,
43.558,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
44.855,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
45.695,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
46.535,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
49.606,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
51.121,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
51.687,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
52.628,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
53.614,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
54.377,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
59.095,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
60.309,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
60.826,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
64.715,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
72.055,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,103,CoordY,212,,
75.11,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,173,CoordY,135,,
75.129,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,173,CoordY,193,,
75.246,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,155,CoordY,212,,
75.385,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,187,CoordY,174,,
75.405,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,187,CoordY,174,,
75.745,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
78.546,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
78.689,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
79.251,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
80.278,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
80.797,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
84.557,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
85.765,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
87.591,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,0,(NoImageOrVideo),-1,CoordX,712,CoordY,555,,
88.137,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,0,(NoImageOrVideo),-1,CoordX,712,CoordY,555,,
90.228,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
90.994,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
91.364,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
92.581,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
94.215,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
94.215,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
94.215,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
94.215,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
94.215,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
94.358,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
94.358,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
94.358,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
94.358,16,Variable Event,_Trial_Counter,,4,1,Value,3,,,,,,,,
94.358,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
94.414,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
96.047,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
96.314,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
101.628,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
102.026,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
102.15,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
103.066,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
103.201,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
104.358,1,Condition Event,Feed again,,5,0,,,,,,,,,,
104.358,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
104.358,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
104.358,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
104.358,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
104.358,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
105.014,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
110.052,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
112.655,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
113.529,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
113.529,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
113.529,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
113.529,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
113.529,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
120.32,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
120.32,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
120.32,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
120.32,16,Variable Event,_Trial_Counter,,4,1,Value,4,,,,,,,,
120.32,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
126.66,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
127.773,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
128.555,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
130.32,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
130.32,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
130.32,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
130.32,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
130.444,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
131.32,1,Condition Event,Feed again,,5,0,,,,,,,,,,
131.32,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
131.32,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
131.32,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
131.32,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
131.32,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
135.533,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
135.533,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
135.533,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
135.533,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
135.533,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
135.574,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
135.574,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
135.574,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
135.574,16,Variable Event,_Trial_Counter,,4,1,Value,5,,,,,,,,
135.574,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
135.584,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
140.062,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
143.214,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
143.45,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
145.264,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
145.574,1,Condition Event,Feed again,,5,0,,,,,,,,,,
145.574,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
145.574,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
145.574,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
145.574,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
145.574,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
147.027,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,43,CoordY,47,,
147.531,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,43,CoordY,118,,
148.374,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
149.02,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
149.306,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
149.808,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
149.808,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
149.808,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
149.808,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
149.808,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
156.833,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
156.834,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
156.834,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
156.834,16,Variable Event,_Trial_Counter,,4,1,Value,6,,,,,,,,
156.834,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
158.392,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
158.658,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
158.674,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
159.476,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
161.198,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
162.096,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
165.703,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
166.435,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
166.834,1,Condition Event,Feed again,,5,0,,,,,,,,,,
166.834,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
166.834,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
166.834,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
166.834,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
166.834,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
166.946,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
167.651,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
171.697,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
172.101,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
173.281,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
173.281,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
173.281,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
173.281,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
173.281,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
177.566,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
177.567,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
177.567,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
177.567,16,Variable Event,_Trial_Counter,,4,1,Value,7,,,,,,,,
177.567,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
179.139,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
180.282,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
180.968,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
183.335,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
184.004,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
184.306,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
187.567,1,Condition Event,Feed again,,5,0,,,,,,,,,,
187.567,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
187.567,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
187.567,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
187.567,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
187.567,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
188.073,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
193.291,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
193.878,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
193.878,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
193.878,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
193.878,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
193.878,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
197.652,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
197.652,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
197.652,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
197.652,16,Variable Event,_Trial_Counter,,4,1,Value,8,,,,,,,,
197.652,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
201.262,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
201.607,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
202.981,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
204.558,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
204.988,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
205.424,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
206.756,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
207.652,1,Condition Event,Feed again,,5,0,,,,,,,,,,
207.652,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
207.652,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
207.652,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
207.652,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
207.652,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
208.52,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
210.004,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
210.299,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
211.006,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
211.006,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
211.006,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
211.006,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
211.006,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
214.352,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
214.352,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
214.352,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
214.352,16,Variable Event,_Trial_Counter,,4,1,Value,9,,,,,,,,
