Name,Value
Schedule,Mouse PAL Habituation 2 v2
Environment,Chamber1 [1]
Date/Time,28/01/2018 11:12:28
Database,Fmr1_PAL_2018
SessionId,9
Index,6
Version,N/A
MachineName,CI24689-2
SGuid,
Animal ID,341-blue
Application_Version,ABET II Touch 2.20.6316.18149
Max_Number_Trials,0
Max_Schedule_Time,1200
Schedule_Start_Time,2018-01-28T11:12:36.827

----------
Evnt_Time,Evnt_ID,Evnt_Name,Item_Name,Alias_Name,Group_ID,Num_Args,Arg1_Name,Arg1_Value,Arg2_Name,Arg2_Value,Arg3_Name,Arg3_Value,Arg4_Name,Arg4_Value,Arg5_Name,Arg5_Value
243.691,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
243.691,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
243.691,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
244.31,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
247.964,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
248.34,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
249.808,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
251.542,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
256.724,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
257.279,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
257.646,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
258.097,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
260.345,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
260.679,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
260.679,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
260.679,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
260.679,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
260.679,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
260.753,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
260.753,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
260.753,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
260.753,16,Variable Event,_Trial_Counter,,4,1,Value,8,,,,,,,,
260.753,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
260.834,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
262.246,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
262.62,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
263.818,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
267.049,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
268.126,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
268.813,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
269.513,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
270.642,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
270.753,1,Condition Event,Feed again,,5,0,,,,,,,,,,
270.753,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
270.753,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
270.753,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
270.753,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
270.753,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
273.603,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
274.591,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
277.315,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
278.978,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
279.621,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
279.917,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
281.416,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,60,CoordY,114,,
281.705,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,79,CoordY,166,,
283.352,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
284.07,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
284.895,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,2,Image 1,0,CoordX,15,CoordY,219,,
285.228,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,0,(NoImageOrVideo),-1,CoordX,284,CoordY,543,,
285.369,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
286.009,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
286.607,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,2,Image 1,0,CoordX,15,CoordY,39,,
288.07,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,2,Image 1,0,CoordX,33,CoordY,95,,
289.194,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
289.559,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
295.429,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
296.756,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
298.442,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
299.075,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
299.075,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
299.075,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
299.075,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
299.075,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
303.188,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
303.188,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
303.188,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
303.188,16,Variable Event,_Trial_Counter,,4,1,Value,9,,,,,,,,
303.188,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
304.821,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
307.11,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
308.934,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
309.239,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
312.981,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
313.188,1,Condition Event,Feed again,,5,0,,,,,,,,,,
313.188,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
313.188,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
313.188,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
313.188,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
313.188,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
315.629,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
316.118,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
318.125,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
325.507,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
328.589,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
329.114,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
329.398,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
329.987,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
329.987,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
329.987,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
329.987,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
329.987,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
335.481,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
335.481,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
335.481,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
335.481,16,Variable Event,_Trial_Counter,,4,1,Value,10,,,,,,,,
335.481,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
336.038,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
338.419,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
339.553,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
340.117,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
340.909,39,Input Transition Off Event,FIRBeam #1,,5,0,,,,,,,,,,
341.876,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,5,4,Position,3,Image 1,0,CoordX,199,CoordY,77,,
343.448,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,5,4,Position,3,Image 1,0,CoordX,180,CoordY,95,,
344.887,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,5,4,Position,3,Image 1,0,CoordX,199,CoordY,45,,
345.392,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,5,4,Position,3,Image 1,0,CoordX,217,CoordY,95,,
345.481,1,Condition Event,Feed again,,5,0,,,,,,,,,,
345.481,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
345.481,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
345.481,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
345.481,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
345.481,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
345.643,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
345.908,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
348.013,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
363.097,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
363.466,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
364.357,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
371.026,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
371.594,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
371.594,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
371.594,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
371.594,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
371.594,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
373.099,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
373.099,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
373.099,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
373.099,16,Variable Event,_Trial_Counter,,4,1,Value,11,,,,,,,,
373.099,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
374.317,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
374.84,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
375.032,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
377.614,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
378.077,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
379.474,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
379.553,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
379.634,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
380.549,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
383.099,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
383.099,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
383.099,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
383.099,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
384.099,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
384.099,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
384.099,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
384.099,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
384.982,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
385.099,1,Condition Event,Feed again,,5,0,,,,,,,,,,
385.099,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
385.099,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
385.099,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
385.099,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
385.099,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
385.725,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
385.911,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
386.158,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
387.647,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
388.35,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
391.758,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,0,(NoImageOrVideo),-1,CoordX,34,CoordY,382,,
391.994,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,9,CoordY,77,,
392.032,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,27,CoordY,148,,
392.091,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,27,CoordY,148,,
395.071,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
396.533,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
396.869,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
400.272,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
400.444,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
401.246,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
404.448,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
407.308,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,144,CoordY,166,,
407.404,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,162,CoordY,148,,
407.544,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,144,CoordY,148,,
408.106,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
408.897,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,181,CoordY,113,,
408.956,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,162,CoordY,86,,
409.095,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,162,CoordY,77,,
409.653,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,162,CoordY,77,,
410.138,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,180,CoordY,174,,
410.171,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
410.875,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
413.354,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,0,(NoImageOrVideo),-1,CoordX,284,CoordY,490,,
413.862,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,2,Image 1,0,CoordX,22,CoordY,113,,
414.842,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,45,CoordY,113,,
417.061,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,45,CoordY,95,,
417.12,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,79,CoordY,77,,
417.219,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,79,CoordY,58,,
418.297,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,27,CoordY,58,,
418.916,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,1,Image 1,0,CoordX,79,CoordY,113,,
421.091,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
421.547,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
421.822,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
422.352,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
422.352,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
422.352,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
422.352,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
422.352,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
427.356,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
427.356,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
427.356,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
427.356,16,Variable Event,_Trial_Counter,,4,1,Value,12,,,,,,,,
427.356,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
428.423,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
428.858,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
432.64,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
433.699,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
434.572,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
434.757,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
437.356,1,Condition Event,Feed again,,5,0,,,,,,,,,,
437.356,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
437.356,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
437.356,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
437.356,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
437.356,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
439.646,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
440.605,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
447.204,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
451.578,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,56,CoordY,219,,
451.598,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,56,CoordY,219,,
451.757,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,56,CoordY,219,,
451.815,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,56,CoordY,219,,
453.154,30,Touch Down Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,22,CoordY,39,,
453.369,31,Touch Up Event,Bussey Mouse Operant Mode 3 x 1 x low,,3,4,Position,3,Image 1,0,CoordX,30,CoordY,21,,
454.53,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
455.38,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
455.5,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
456.069,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
458.857,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
459.261,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
459.262,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
459.262,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
459.262,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
459.262,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
459.76,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
459.761,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
459.761,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
459.761,16,Variable Event,_Trial_Counter,,4,1,Value,13,,,,,,,,
459.761,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
461.109,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
461.54,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
462.534,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
469.761,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
469.761,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
469.761,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
469.761,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
470.761,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
470.761,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
470.761,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
470.761,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
471.761,1,Condition Event,Wait for tray exit,,5,0,,,,,,,,,,
471.761,29,Timer Event,Delay_Timer,,5,1,Value,0,,,,,,,,
471.761,16,Variable Event,Delay_Time,,5,1,Value,1,,,,,,,,
471.761,61,Group Maintain Event,Group Change,,5,1,New Group,5,,,,,,,,
472.525,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
472.761,1,Condition Event,Feed again,,5,0,,,,,,,,,,
472.761,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
472.761,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
472.761,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
472.761,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
472.761,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
473.38,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
474.26,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
475.388,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
476.267,38,Input Transition On Event,FIRBeam #1,,3,0,,,,,,,,,,
477.313,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
477.567,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
478.523,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
478.523,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
478.523,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
478.523,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
478.523,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
486.334,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
486.334,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
486.334,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
486.334,16,Variable Event,_Trial_Counter,,4,1,Value,14,,,,,,,,
486.334,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
486.946,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
488.049,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
488.221,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
492.419,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
494.577,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
495.401,38,Input Transition On Event,FIRBeam #1,,5,0,,,,,,,,,,
496.334,1,Condition Event,Feed again,,5,0,,,,,,,,,,
496.334,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
496.334,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
496.334,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
496.334,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
496.334,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
499.48,39,Input Transition Off Event,FIRBeam #1,,3,0,,,,,,,,,,
499.675,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
500.055,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
500.055,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
500.055,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
500.055,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
500.055,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
504.875,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
504.876,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
504.876,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
504.876,16,Variable Event,_Trial_Counter,,4,1,Value,15,,,,,,,,
504.876,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
508.918,39,Input Transition Off Event,BIRBeam #1,,5,0,,,,,,,,,,
510.932,38,Input Transition On Event,BIRBeam #1,,5,0,,,,,,,,,,
511.067,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
511.715,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
513.613,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
513.721,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
513.837,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
513.892,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
514.876,1,Condition Event,Feed again,,5,0,,,,,,,,,,
514.876,7,Pulse Output Event,Feeder #1,,5,1,Duration,0.28,,,,,,,,
514.876,3,Output On Event,TrayLight #1,,5,0,,,,,,,,,,
514.876,1,Condition Event,Pulse Tone if required 2,,5,0,,,,,,,,,,
514.876,7,Pulse Output Event,Sound_On #1,,5,1,Duration,1,,,,,,,,
514.876,21,Group Change Event,Group Change,,5,1,New Group,3,,,,,,,,
516.111,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
517.32,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
517.43,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
517.43,1,Condition Event,Note Tray Entry,,3,0,,,,,,,,,,
517.43,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
517.43,16,Variable Event,Delay_Time,,3,1,Value,10,,,,,,,,
517.43,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
517.467,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
517.467,1,Condition Event,Start Delay,,4,0,,,,,,,,,,
517.467,29,Timer Event,Delay_Timer,,4,1,Value,0,,,,,,,,
517.467,16,Variable Event,_Trial_Counter,,4,1,Value,16,,,,,,,,
517.467,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
517.518,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
517.577,39,Input Transition Off Event,Tray #1,,5,0,,,,,,,,,,
517.722,38,Input Transition On Event,Tray #1,,5,0,,,,,,,,,,
